icd_altitude,header,seq_num,timestamp_arrival,sec,nsec,timestamp_valid,sec,nsec,device_id,altitude,variance
0,,0,,1539368575,3628969,,0,0,,1.04999995232,0.0
0,,0,,1539368575,310137033,,0,0,,1.02999997139,0.0
0,,0,,1539368575,515475034,,0,0,,0.769999980927,0.0
0,,0,,1539368575,821693897,,0,0,,0.819999992847,0.0
0,,0,,1539368576,76844930,,0,0,,1.26999998093,0.0
0,,0,,1539368576,331952095,,0,0,,1.12999999523,0.0
0,,0,,1539368576,588367938,,0,0,,0.539999961853,0.0
0,,0,,1539368576,946271896,,0,0,,0.969999969006,0.0
0,,0,,1539368577,201805114,,0,0,,1.12000000477,0.0
0,,0,,1539368577,406320095,,0,0,,0.939999997616,0.0
0,,0,,1539368577,713042974,,0,0,,0.8599999547,0.0
0,,0,,1539368577,968650102,,0,0,,0.789999961853,0.0
0,,0,,1539368578,275501012,,0,0,,0.870000004768,0.0
0,,0,,1539368578,582524061,,0,0,,0.939999997616,0.0
0,,0,,1539368578,787136077,,0,0,,0.8599999547,0.0
0,,0,,1539368579,94161987,,0,0,,0.839999973774,0.0
0,,0,,1539368579,349941015,,0,0,,0.52999997139,0.0
0,,0,,1539368579,706907033,,0,0,,0.740000009537,0.0
0,,0,,1539368580,13978958,,0,0,,0.669999957085,0.0
0,,0,,1539368580,269597053,,0,0,,0.589999973774,0.0
0,,0,,1539368580,576297044,,0,0,,0.469999998808,0.0
0,,0,,1539368580,831233024,,0,0,,0.699999988079,0.0
0,,0,,1539368581,137635946,,0,0,,0.370000004768,0.0
0,,0,,1539368581,393179893,,0,0,,0.659999966621,0.0
0,,0,,1539368581,700282096,,0,0,,0.569999992847,0.0
0,,0,,1539368582,6329059,,0,0,,0.849999964237,0.0
0,,0,,1539368582,312505960,,0,0,,1.0,0.0
0,,0,,1539368582,569860935,,0,0,,0.759999990463,0.0
0,,0,,1539368582,876836061,,0,0,,0.280000001192,0.0
0,,0,,1539368583,183130025,,0,0,,0.370000004768,0.0
0,,0,,1539368583,489396095,,0,0,,0.729999959469,0.0
0,,0,,1539368583,796623945,,0,0,,0.789999961853,0.0
0,,0,,1539368584,52289009,,0,0,,0.709999978542,0.0
0,,0,,1539368584,256912946,,0,0,,0.419999986887,0.0
0,,0,,1539368584,512545108,,0,0,,0.310000002384,0.0
0,,0,,1539368584,818670988,,0,0,,0.959999978542,0.0
0,,0,,1539368585,74610948,,0,0,,1.40999996662,0.0
0,,0,,1539368585,328577995,,0,0,,1.01999998093,0.0
0,,0,,1539368585,635899066,,0,0,,0.849999964237,0.0
0,,0,,1539368585,942099094,,0,0,,1.55999994278,0.0
0,,0,,1539368586,197793960,,0,0,,0.5,0.0
0,,0,,1539368586,555514097,,0,0,,1.92999994755,0.0
0,,0,,1539368586,863385915,,0,0,,0.829999983311,0.0
0,,0,,1539368587,118340015,,0,0,,1.19999992847,0.0
0,,0,,1539368587,424442052,,0,0,,1.9699999094,0.0
0,,0,,1539368587,681150913,,0,0,,1.53999996185,0.0
0,,0,,1539368587,936239957,,0,0,,1.01999998093,0.0
0,,0,,1539368588,191962957,,0,0,,0.839999973774,0.0
0,,0,,1539368588,549616098,,0,0,,1.31999993324,0.0
0,,0,,1539368588,805777072,,0,0,,1.10000002384,0.0
0,,0,,1539368589,162525892,,0,0,,0.799999952316,0.0
0,,0,,1539368589,367901086,,0,0,,0.799999952316,0.0
0,,0,,1539368589,674521923,,0,0,,0.889999985695,0.0
0,,0,,1539368589,930948972,,0,0,,0.509999990463,0.0
0,,0,,1539368590,186784982,,0,0,,0.939999997616,0.0
0,,0,,1539368590,494668960,,0,0,,0.589999973774,0.0
0,,0,,1539368590,750360012,,0,0,,0.00999999977648,0.0
0,,0,,1539368591,107089996,,0,0,,0.419999986887,0.0
0,,0,,1539368591,413702964,,0,0,,0.439999997616,0.0
0,,0,,1539368591,669711112,,0,0,,-0.149999991059,0.0
0,,0,,1539368591,925065040,,0,0,,-0.229999989271,0.0
0,,0,,1539368592,231404066,,0,0,,0.579999983311,0.0
0,,0,,1539368592,487622022,,0,0,,-0.0399999991059,0.0
0,,0,,1539368592,794328927,,0,0,,-1.13999998569,0.0
0,,0,,1539368593,50807952,,0,0,,-0.070000000298,0.0
0,,0,,1539368593,356391906,,0,0,,-1.12000000477,0.0
0,,0,,1539368593,561425924,,0,0,,-1.19999992847,0.0
0,,0,,1539368593,816327095,,0,0,,-1.22000002861,0.0
0,,0,,1539368594,122724056,,0,0,,-1.59999990463,0.0
0,,0,,1539368594,429631948,,0,0,,-1.89999997616,0.0
0,,0,,1539368594,735872030,,0,0,,-1.82999992371,0.0
0,,0,,1539368594,991832971,,0,0,,-2.46000003815,0.0
0,,0,,1539368595,247333049,,0,0,,-2.25999999046,0.0
0,,0,,1539368595,553030014,,0,0,,-2.67999982834,0.0
0,,0,,1539368595,809165954,,0,0,,-4.02999973297,0.0
0,,0,,1539368596,115711927,,0,0,,-2.07999992371,0.0
0,,0,,1539368596,370913982,,0,0,,-1.48000001907,0.0
0,,0,,1539368596,677184104,,0,0,,-2.90999984741,0.0
0,,0,,1539368596,882188081,,0,0,,-2.74000000954,0.0
0,,0,,1539368597,188432931,,0,0,,1.90999996662,0.0
0,,0,,1539368597,392846107,,0,0,,0.0399999991059,0.0
0,,0,,1539368597,801182031,,0,0,,3.87999987602,0.0
0,,0,,1539368598,57631015,,0,0,,4.46999979019,0.0
0,,0,,1539368598,362870931,,0,0,,5.44999980927,0.0
0,,0,,1539368598,568989992,,0,0,,7.0,0.0
0,,0,,1539368598,874910116,,0,0,,10.4600000381,0.0
0,,0,,1539368599,181530952,,0,0,,14.8299999237,0.0
0,,0,,1539368599,487591028,,0,0,,13.5799999237,0.0
0,,0,,1539368599,794023990,,0,0,,19.4799995422,0.0
0,,0,,1539368600,49238920,,0,0,,17.5100002289,0.0
0,,0,,1539368600,304866075,,0,0,,18.2099990845,0.0
0,,0,,1539368600,611896038,,0,0,,22.6000003815,0.0
0,,0,,1539368600,867536067,,0,0,,22.6399993896,0.0
0,,0,,1539368601,173450946,,0,0,,24.2799987793,0.0
0,,0,,1539368601,480211973,,0,0,,25.3400001526,0.0
0,,0,,1539368601,786022901,,0,0,,29.109998703,0.0
0,,0,,1539368602,42337894,,0,0,,33.3099975586,0.0
0,,0,,1539368602,298099040,,0,0,,33.1300010681,0.0
0,,0,,1539368602,555320024,,0,0,,36.9599990845,0.0
0,,0,,1539368602,862369060,,0,0,,36.5900001526,0.0
0,,0,,1539368603,168643951,,0,0,,38.3099975586,0.0
0,,0,,1539368603,423599958,,0,0,,38.9199981689,0.0
0,,0,,1539368603,680279970,,0,0,,38.5499992371,0.0
0,,0,,1539368603,986402988,,0,0,,43.6199989319,0.0
0,,0,,1539368604,242532014,,0,0,,44.8999977112,0.0
0,,0,,1539368604,548418045,,0,0,,48.6800003052,0.0
0,,0,,1539368604,853758096,,0,0,,55.0399971008,0.0
0,,0,,1539368605,109240055,,0,0,,57.6999969482,0.0
0,,0,,1539368605,415885925,,0,0,,58.4599990845,0.0
0,,0,,1539368605,672574996,,0,0,,65.7600021362,0.0
0,,0,,1539368605,978354930,,0,0,,65.3799972534,0.0
0,,0,,1539368606,286053895,,0,0,,68.0,0.0
0,,0,,1539368606,593512058,,0,0,,71.1599960327,0.0
0,,0,,1539368606,899514913,,0,0,,76.8199996948,0.0
0,,0,,1539368607,155613899,,0,0,,75.6299972534,0.0
0,,0,,1539368607,411051034,,0,0,,79.5299987793,0.0
0,,0,,1539368607,667412996,,0,0,,82.9099960327,0.0
0,,0,,1539368607,974387884,,0,0,,85.8899993896,0.0
0,,0,,1539368608,179589033,,0,0,,87.439994812,0.0
0,,0,,1539368608,536819934,,0,0,,90.8799972534,0.0
0,,0,,1539368608,792318105,,0,0,,93.1299972534,0.0
0,,0,,1539368609,98881959,,0,0,,95.2699966431,0.0
0,,0,,1539368609,406037092,,0,0,,97.2900009155,0.0
0,,0,,1539368609,712745904,,0,0,,101.909996033,0.0
0,,0,,1539368609,917593002,,0,0,,102.419998169,0.0
0,,0,,1539368610,173542022,,0,0,,106.409996033,0.0
0,,0,,1539368610,480447053,,0,0,,108.720001221,0.0
0,,0,,1539368610,786721944,,0,0,,111.489997864,0.0
0,,0,,1539368611,92899084,,0,0,,116.129997253,0.0
0,,0,,1539368611,297775030,,0,0,,118.649993896,0.0
0,,0,,1539368611,605288028,,0,0,,118.63999939,0.0
0,,0,,1539368611,911500930,,0,0,,124.469993591,0.0
0,,0,,1539368612,218316078,,0,0,,126.11000061,0.0
0,,0,,1539368612,475286960,,0,0,,128.899993896,0.0
0,,0,,1539368612,730806112,,0,0,,130.209991455,0.0
0,,0,,1539368613,36345958,,0,0,,135.910003662,0.0
0,,0,,1539368613,394891977,,0,0,,133.050003052,0.0
0,,0,,1539368613,701636075,,0,0,,138.919998169,0.0
0,,0,,1539368613,907073974,,0,0,,138.349990845,0.0
0,,0,,1539368614,213851928,,0,0,,140.459991455,0.0
0,,0,,1539368614,469790935,,0,0,,140.789993286,0.0
0,,0,,1539368614,776102066,,0,0,,142.979995728,0.0
0,,0,,1539368615,81820964,,0,0,,143.080001831,0.0
0,,0,,1539368615,339323043,,0,0,,144.089996338,0.0
0,,0,,1539368615,596004962,,0,0,,144.649993896,0.0
0,,0,,1539368615,901989936,,0,0,,144.63999939,0.0
0,,0,,1539368616,208934068,,0,0,,146.589996338,0.0
0,,0,,1539368616,464571952,,0,0,,146.979995728,0.0
0,,0,,1539368616,721566915,,0,0,,149.319992065,0.0
0,,0,,1539368617,28249979,,0,0,,151.25,0.0
0,,0,,1539368617,335537910,,0,0,,150.839996338,0.0
0,,0,,1539368617,590846061,,0,0,,154.0,0.0
0,,0,,1539368617,846930980,,0,0,,154.669998169,0.0
0,,0,,1539368618,102108001,,0,0,,156.13999939,0.0
0,,0,,1539368618,358958959,,0,0,,156.699996948,0.0
0,,0,,1539368618,666673898,,0,0,,159.5,0.0
0,,0,,1539368618,971961021,,0,0,,160.739990234,0.0
0,,0,,1539368619,228285074,,0,0,,162.729995728,0.0
0,,0,,1539368619,485411882,,0,0,,165.029998779,0.0
0,,0,,1539368619,743671894,,0,0,,166.529998779,0.0
0,,0,,1539368620,100807905,,0,0,,167.949996948,0.0
0,,0,,1539368620,356992006,,0,0,,169.379989624,0.0
0,,0,,1539368620,612951040,,0,0,,170.419998169,0.0
0,,0,,1539368620,919126987,,0,0,,173.149993896,0.0
0,,0,,1539368621,226114988,,0,0,,175.399993896,0.0
0,,0,,1539368621,483232975,,0,0,,176.63999939,0.0
0,,0,,1539368621,789411067,,0,0,,177.089996338,0.0
0,,0,,1539368622,44296979,,0,0,,178.259994507,0.0
0,,0,,1539368622,299875974,,0,0,,179.659988403,0.0
0,,0,,1539368622,606759071,,0,0,,180.970001221,0.0
0,,0,,1539368622,862903118,,0,0,,181.229995728,0.0
0,,0,,1539368623,118024110,,0,0,,182.309997559,0.0
0,,0,,1539368623,373415946,,0,0,,183.059997559,0.0
0,,0,,1539368623,629996061,,0,0,,183.619995117,0.0
0,,0,,1539368623,935360908,,0,0,,184.869995117,0.0
0,,0,,1539368624,292484998,,0,0,,187.61000061,0.0
0,,0,,1539368624,498470067,,0,0,,188.879989624,0.0
0,,0,,1539368624,804645061,,0,0,,191.909988403,0.0
0,,0,,1539368625,8590936,,0,0,,191.839996338,0.0
0,,0,,1539368625,365211009,,0,0,,193.88999939,0.0
0,,0,,1539368625,571269989,,0,0,,195.470001221,0.0
0,,0,,1539368625,928419113,,0,0,,196.279998779,0.0
0,,0,,1539368626,184289932,,0,0,,197.159988403,0.0
0,,0,,1539368626,439296960,,0,0,,197.429992676,0.0
0,,0,,1539368626,695827960,,0,0,,197.330001831,0.0
0,,0,,1539368627,2188920,,0,0,,198.599990845,0.0
0,,0,,1539368627,308434963,,0,0,,198.129989624,0.0
0,,0,,1539368627,615211963,,0,0,,198.089996338,0.0
0,,0,,1539368627,871334075,,0,0,,196.589996338,0.0
0,,0,,1539368628,177330017,,0,0,,196.539993286,0.0
0,,0,,1539368628,483409881,,0,0,,196.259994507,0.0
0,,0,,1539368628,791368007,,0,0,,195.479995728,0.0
0,,0,,1539368629,47259092,,0,0,,196.830001831,0.0
0,,0,,1539368629,352570056,,0,0,,199.13999939,0.0
0,,0,,1539368629,659383058,,0,0,,198.720001221,0.0
0,,0,,1539368629,915057897,,0,0,,201.13999939,0.0
0,,0,,1539368630,272316932,,0,0,,204.489990234,0.0
0,,0,,1539368630,579725027,,0,0,,206.720001221,0.0
0,,0,,1539368630,885837078,,0,0,,209.129989624,0.0
0,,0,,1539368631,140881061,,0,0,,209.869995117,0.0
0,,0,,1539368631,446697950,,0,0,,211.38999939,0.0
0,,0,,1539368631,703021049,,0,0,,212.619995117,0.0
0,,0,,1539368632,9213924,,0,0,,214.019989014,0.0
0,,0,,1539368632,264184951,,0,0,,215.049987793,0.0
0,,0,,1539368632,470089912,,0,0,,214.940002441,0.0
0,,0,,1539368632,776377916,,0,0,,215.349990845,0.0
0,,0,,1539368633,31630039,,0,0,,214.699996948,0.0
0,,0,,1539368633,337472915,,0,0,,213.879989624,0.0
0,,0,,1539368633,644404888,,0,0,,212.88999939,0.0
0,,0,,1539368633,951438903,,0,0,,211.549987793,0.0
0,,0,,1539368634,156362056,,0,0,,211.009994507,0.0
0,,0,,1539368634,411412000,,0,0,,211.059997559,0.0
0,,0,,1539368634,718332052,,0,0,,211.419998169,0.0
0,,0,,1539368634,974565029,,0,0,,211.159988403,0.0
0,,0,,1539368635,280683040,,0,0,,212.5,0.0
0,,0,,1539368635,536395072,,0,0,,214.479995728,0.0
0,,0,,1539368635,792387962,,0,0,,217.059997559,0.0
0,,0,,1539368636,97486019,,0,0,,220.36000061,0.0
0,,0,,1539368636,353001117,,0,0,,222.029998779,0.0
0,,0,,1539368636,608408927,,0,0,,224.959991455,0.0
0,,0,,1539368636,863197088,,0,0,,227.330001831,0.0
0,,0,,1539368637,170975923,,0,0,,230.5,0.0
0,,0,,1539368637,478887081,,0,0,,232.349990845,0.0
0,,0,,1539368637,835352897,,0,0,,236.679992676,0.0
0,,0,,1539368638,90236902,,0,0,,238.830001831,0.0
0,,0,,1539368638,395984888,,0,0,,240.099990845,0.0
0,,0,,1539368638,701726913,,0,0,,242.36000061,0.0
0,,0,,1539368638,956782102,,0,0,,243.299987793,0.0
0,,0,,1539368639,263576030,,0,0,,246.0,0.0
0,,0,,1539368639,519548892,,0,0,,247.299987793,0.0
0,,0,,1539368639,876030921,,0,0,,249.179992676,0.0
0,,0,,1539368640,81307888,,0,0,,249.479995728,0.0
0,,0,,1539368640,387458086,,0,0,,250.699996948,0.0
0,,0,,1539368640,643112897,,0,0,,250.339996338,0.0
0,,0,,1539368640,899108886,,0,0,,251.529998779,0.0
0,,0,,1539368641,205144882,,0,0,,251.209991455,0.0
0,,0,,1539368641,511990070,,0,0,,251.13999939,0.0
0,,0,,1539368641,766928911,,0,0,,251.049987793,0.0
0,,0,,1539368642,73175907,,0,0,,248.649993896,0.0
0,,0,,1539368642,327919006,,0,0,,248.669998169,0.0
0,,0,,1539368642,633732080,,0,0,,249.88999939,0.0
0,,0,,1539368642,940939903,,0,0,,250.25,0.0
0,,0,,1539368643,145987033,,0,0,,250.580001831,0.0
0,,0,,1539368643,402295112,,0,0,,250.330001831,0.0
0,,0,,1539368643,607908010,,0,0,,253.689987183,0.0
0,,0,,1539368643,914002895,,0,0,,258.429992676,0.0
0,,0,,1539368644,170084953,,0,0,,261.16998291,0.0
0,,0,,1539368644,476087093,,0,0,,264.239990234,0.0
0,,0,,1539368644,782984972,,0,0,,265.309997559,0.0
0,,0,,1539368645,38619041,,0,0,,266.570007324,0.0
0,,0,,1539368645,294102907,,0,0,,268.820007324,0.0
0,,0,,1539368645,601388931,,0,0,,270.869995117,0.0
0,,0,,1539368645,907623052,,0,0,,273.929992676,0.0
0,,0,,1539368646,214371919,,0,0,,275.739990234,0.0
0,,0,,1539368646,470207929,,0,0,,275.75,0.0
0,,0,,1539368646,725008964,,0,0,,276.839996338,0.0
0,,0,,1539368647,30930042,,0,0,,277.889984131,0.0
0,,0,,1539368647,286006927,,0,0,,281.559997559,0.0
0,,0,,1539368647,542171001,,0,0,,281.699981689,0.0
0,,0,,1539368647,849616050,,0,0,,283.600006104,0.0
0,,0,,1539368648,105003118,,0,0,,286.329986572,0.0
0,,0,,1539368648,410593032,,0,0,,289.540008545,0.0
0,,0,,1539368648,667196035,,0,0,,290.959991455,0.0
0,,0,,1539368648,922539949,,0,0,,290.209991455,0.0
0,,0,,1539368649,179382085,,0,0,,292.509979248,0.0
0,,0,,1539368649,434273004,,0,0,,293.709991455,0.0
0,,0,,1539368649,690356016,,0,0,,295.660003662,0.0
0,,0,,1539368649,996608972,,0,0,,295.449981689,0.0
0,,0,,1539368650,302088022,,0,0,,297.380004883,0.0
0,,0,,1539368650,607180118,,0,0,,297.399993896,0.0
0,,0,,1539368650,913199901,,0,0,,297.660003662,0.0
0,,0,,1539368651,167443990,,0,0,,297.679992676,0.0
0,,0,,1539368651,473859071,,0,0,,297.970001221,0.0
0,,0,,1539368651,780827999,,0,0,,297.799987793,0.0
0,,0,,1539368652,87447881,,0,0,,297.449981689,0.0
0,,0,,1539368652,394259929,,0,0,,297.559997559,0.0
0,,0,,1539368652,651140928,,0,0,,297.429992676,0.0
0,,0,,1539368652,957777023,,0,0,,295.799987793,0.0
0,,0,,1539368653,264209032,,0,0,,295.410003662,0.0
0,,0,,1539368653,519876956,,0,0,,294.729980469,0.0
0,,0,,1539368653,775378942,,0,0,,294.559997559,0.0
0,,0,,1539368654,81640958,,0,0,,292.600006104,0.0
0,,0,,1539368654,337174892,,0,0,,293.259979248,0.0
0,,0,,1539368654,644838094,,0,0,,292.229980469,0.0
0,,0,,1539368654,900429964,,0,0,,291.350006104,0.0
0,,0,,1539368655,206815958,,0,0,,289.389984131,0.0
0,,0,,1539368655,361161947,,0,0,,288.549987793,0.0
0,,0,,1539368655,718100070,,0,0,,287.720001221,0.0
0,,0,,1539368655,973742961,,0,0,,285.160003662,0.0
0,,0,,1539368656,280695915,,0,0,,285.380004883,0.0
0,,0,,1539368656,536125898,,0,0,,282.609985352,0.0
0,,0,,1539368656,791408061,,0,0,,281.190002441,0.0
0,,0,,1539368657,46380996,,0,0,,280.459991455,0.0
0,,0,,1539368657,302114963,,0,0,,279.0,0.0
0,,0,,1539368657,558856010,,0,0,,277.410003662,0.0
0,,0,,1539368657,865349054,,0,0,,276.139984131,0.0
0,,0,,1539368658,120398044,,0,0,,275.009979248,0.0
0,,0,,1539368658,427284955,,0,0,,273.709991455,0.0
0,,0,,1539368658,733733892,,0,0,,272.339996338,0.0
0,,0,,1539368659,40942907,,0,0,,271.509979248,0.0
0,,0,,1539368659,246807098,,0,0,,270.290008545,0.0
0,,0,,1539368659,553388118,,0,0,,270.040008545,0.0
0,,0,,1539368659,859596967,,0,0,,269.839996338,0.0
0,,0,,1539368660,115319013,,0,0,,269.600006104,0.0
0,,0,,1539368660,422221899,,0,0,,268.910003662,0.0
0,,0,,1539368660,678519964,,0,0,,269.519989014,0.0
0,,0,,1539368660,936490058,,0,0,,269.179992676,0.0
0,,0,,1539368661,242685079,,0,0,,268.929992676,0.0
0,,0,,1539368661,550607919,,0,0,,267.630004883,0.0
0,,0,,1539368661,806174039,,0,0,,269.410003662,0.0
0,,0,,1539368662,62103033,,0,0,,268.970001221,0.0
0,,0,,1539368662,368488073,,0,0,,270.529998779,0.0
0,,0,,1539368662,624392986,,0,0,,271.239990234,0.0
0,,0,,1539368662,930938005,,0,0,,270.190002441,0.0
0,,0,,1539368663,186830997,,0,0,,272.519989014,0.0
0,,0,,1539368663,442125082,,0,0,,272.91998291,0.0
0,,0,,1539368663,750348091,,0,0,,273.799987793,0.0
0,,0,,1539368664,6001949,,0,0,,274.440002441,0.0
0,,0,,1539368664,313066005,,0,0,,274.549987793,0.0
0,,0,,1539368664,620379924,,0,0,,275.109985352,0.0
0,,0,,1539368664,926573038,,0,0,,275.91998291,0.0
0,,0,,1539368665,182312011,,0,0,,275.779998779,0.0
0,,0,,1539368665,489419937,,0,0,,275.380004883,0.0
0,,0,,1539368665,794648885,,0,0,,276.190002441,0.0
0,,0,,1539368666,50904989,,0,0,,276.440002441,0.0
0,,0,,1539368666,256378889,,0,0,,276.209991455,0.0
0,,0,,1539368666,512362957,,0,0,,276.320007324,0.0
0,,0,,1539368666,818466901,,0,0,,275.529998779,0.0
0,,0,,1539368667,74923992,,0,0,,276.440002441,0.0
0,,0,,1539368667,330404996,,0,0,,277.359985352,0.0
0,,0,,1539368667,637700080,,0,0,,276.850006104,0.0
0,,0,,1539368667,893846988,,0,0,,276.989990234,0.0
0,,0,,1539368668,250870943,,0,0,,277.190002441,0.0
0,,0,,1539368668,508126020,,0,0,,278.529998779,0.0
0,,0,,1539368668,763927936,,0,0,,278.509979248,0.0
0,,0,,1539368669,20586967,,0,0,,278.75,0.0
0,,0,,1539368669,378763914,,0,0,,278.709991455,0.0
0,,0,,1539368669,634568929,,0,0,,278.209991455,0.0
0,,0,,1539368669,890858888,,0,0,,277.509979248,0.0
0,,0,,1539368670,147247076,,0,0,,277.25,0.0
0,,0,,1539368670,402756929,,0,0,,275.809997559,0.0
0,,0,,1539368670,710432052,,0,0,,275.699981689,0.0
0,,0,,1539368671,17085075,,0,0,,274.759979248,0.0
0,,0,,1539368671,323317050,,0,0,,274.639984131,0.0
0,,0,,1539368671,580198049,,0,0,,273.729980469,0.0
0,,0,,1539368671,937442064,,0,0,,272.600006104,0.0
0,,0,,1539368672,244940996,,0,0,,271.609985352,0.0
0,,0,,1539368672,551796913,,0,0,,270.75,0.0
0,,0,,1539368672,807624101,,0,0,,270.399993896,0.0
0,,0,,1539368673,12614011,,0,0,,270.299987793,0.0
0,,0,,1539368673,319561958,,0,0,,269.959991455,0.0
0,,0,,1539368673,626969099,,0,0,,269.720001221,0.0
0,,0,,1539368673,883670091,,0,0,,269.660003662,0.0
0,,0,,1539368674,192203044,,0,0,,269.109985352,0.0
0,,0,,1539368674,448474884,,0,0,,269.799987793,0.0
0,,0,,1539368674,755023002,,0,0,,269.850006104,0.0
0,,0,,1539368675,10571956,,0,0,,270.549987793,0.0
0,,0,,1539368675,266596078,,0,0,,271.269989014,0.0
0,,0,,1539368675,574310064,,0,0,,273.350006104,0.0
0,,0,,1539368675,830831050,,0,0,,272.279998779,0.0
0,,0,,1539368676,85738897,,0,0,,272.440002441,0.0
0,,0,,1539368676,392179965,,0,0,,275.25,0.0
0,,0,,1539368676,749206066,,0,0,,273.619995117,0.0
0,,0,,1539368677,55361032,,0,0,,273.839996338,0.0
0,,0,,1539368677,311002016,,0,0,,273.299987793,0.0
0,,0,,1539368677,516381025,,0,0,,273.579986572,0.0
0,,0,,1539368677,822994947,,0,0,,273.179992676,0.0
0,,0,,1539368678,129471063,,0,0,,272.679992676,0.0
0,,0,,1539368678,385144948,,0,0,,271.630004883,0.0
0,,0,,1539368678,692384958,,0,0,,271.369995117,0.0
0,,0,,1539368678,998996019,,0,0,,269.869995117,0.0
0,,0,,1539368679,305419921,,0,0,,269.130004883,0.0
0,,0,,1539368679,510600090,,0,0,,268.160003662,0.0
0,,0,,1539368679,817136049,,0,0,,267.329986572,0.0
0,,0,,1539368680,123527050,,0,0,,267.019989014,0.0
0,,0,,1539368680,378968954,,0,0,,266.470001221,0.0
0,,0,,1539368680,686095952,,0,0,,266.229980469,0.0
