icd_ins,header,seq_num,timestamp_arrival,sec,nsec,timestamp_valid,sec,nsec,device_id,position,latitude,longitude,altitude,position_covariance,,,acceleration,,,angular_rate,,
0,,0,,1539368556,546562910,,1319,450713999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",205.0,-20.0,-989.0,-130000.0,74000.0,-13000.0
0,,0,,1539368556,648842096,,1319,550495999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",199.0,40.0,-850.0,-108000.0,81000.0,-13000.0
0,,0,,1539368556,750662088,,1319,670370999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",113.0,-153.0,-1052.0,165000.0,-38000.0,21000.0
0,,0,,1539368556,852718114,,1319,750567999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",181.0,12.0,-920.0,-81000.0,26000.0,-32000.0
0,,0,,1539368556,954885005,,1319,850809000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",154.0,54.0,-962.0,-10000.0,-28000.0,0.0
0,,0,,1539368557,56716918,,1319,950329999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",224.0,167.0,-944.0,-4000.0,0.0,2000.0
0,,0,,1539368557,158945083,,1320,50420000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",131.0,-174.0,-1162.0,138000.0,-50000.0,8000.0
0,,0,,1539368557,261404991,,1320,170583999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",209.0,170.0,-974.0,0.0,3000.0,4000.0
0,,0,,1539368557,363352060,,1320,270250999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",160.0,2.0,-975.0,121000.0,-15000.0,5000.0
0,,0,,1539368557,465257883,,1320,350470999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",190.0,6.0,-1000.0,19000.0,-36000.0,12000.0
0,,0,,1539368557,568284034,,1320,450583000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",165.0,5.0,-950.0,-94000.0,19000.0,-23000.0
0,,0,,1539368557,619695901,,1320,550428000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",186.0,-6.0,-899.0,-73000.0,32000.0,-33000.0
0,,0,,1539368557,772825956,,1320,670519000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",213.0,46.0,-852.0,-167000.0,107000.0,-25000.0
0,,0,,1539368557,874953031,,1320,750393999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",165.0,34.0,-996.0,-7000.0,-33000.0,0.0
0,,0,,1539368557,976749897,,1320,850533999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",190.0,145.0,-939.0,-3000.0,6000.0,-2000.0
0,,0,,1539368558,78819036,,1320,990125000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",207.0,18.0,-855.0,-161000.0,109000.0,-20000.0
0,,0,,1539368558,131109952,,1321,50322000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",113.0,-255.0,-1216.0,89000.0,-25000.0,16000.0
0,,0,,1539368558,233313083,,1321,150803999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",208.0,6.0,-893.0,-57000.0,61000.0,-1000.0
0,,0,,1539368558,385540008,,1321,270221999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",132.0,-65.0,-1012.0,165000.0,-35000.0,11000.0
0,,0,,1539368558,488002061,,1321,370349000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",177.0,-143.0,-1132.0,-6000.0,11000.0,6000.0
0,,0,,1539368558,540172100,,1321,450417000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",163.0,27.0,-874.0,-21000.0,-17000.0,2000.0
0,,0,,1539368558,642081975,,1321,550365999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",159.0,40.0,-975.0,-12000.0,-33000.0,-1000.0
0,,0,,1539368558,795787096,,1321,670350999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",185.0,3.0,-962.0,-32000.0,1000.0,-9000.0
0,,0,,1539368558,846976041,,1321,750526999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",170.0,81.0,-956.0,54000.0,-2000.0,3000.0
0,,0,,1539368558,948718070,,1321,850522999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",108.0,-128.0,-1082.0,169000.0,-42000.0,22000.0
0,,0,,1539368559,52099943,,1321,970431999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",158.0,26.0,-964.0,0.0,-39000.0,9000.0
0,,0,,1539368559,153595924,,1322,70287999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",183.0,66.0,-1010.0,2000.0,-12000.0,3000.0
0,,0,,1539368559,255748987,,1322,150416999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",185.0,-119.0,-1124.0,-13000.0,26000.0,14000.0
0,,0,,1539368559,358309984,,1322,250399999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",210.0,69.0,-828.0,-168000.0,108000.0,-31000.0
0,,0,,1539368559,459784030,,1322,350363000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",206.0,-3.0,-1008.0,70000.0,-45000.0,32000.0
0,,0,,1539368559,563051939,,1322,450775999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",183.0,30.0,-948.0,-81000.0,26000.0,-24000.0
0,,0,,1539368559,665285110,,1322,570293999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",199.0,23.0,-862.0,-121000.0,87000.0,-24000.0
0,,0,,1539368559,767254114,,1322,670303999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",205.0,18.0,-1013.0,67000.0,-34000.0,12000.0
0,,0,,1539368559,869389057,,1322,750481000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",199.0,131.0,-938.0,17000.0,-2000.0,2000.0
0,,0,,1539368559,972043991,,1322,870253999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",169.0,14.0,-895.0,-98000.0,49000.0,-38000.0
0,,0,,1539368560,74043989,,1322,970379999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",191.0,37.0,-854.0,-69000.0,20000.0,-11000.0
0,,0,,1539368560,175784111,,1323,50617999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",117.0,-238.0,-1178.0,160000.0,-51000.0,30000.0
0,,0,,1539368560,227200984,,1323,150448999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",176.0,-60.0,-1023.0,-99000.0,56000.0,-7000.0
0,,0,,1539368560,379595041,,1323,270461999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",183.0,96.0,-945.0,40000.0,1000.0,0.0
0,,0,,1539368560,431168079,,1323,350537000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",205.0,30.0,-1012.0,49000.0,-31000.0,12000.0
0,,0,,1539368560,534017086,,1323,450683000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",220.0,6.0,-910.0,-100000.0,36000.0,-20000.0
0,,0,,1539368560,635989904,,1323,550862000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",155.0,45.0,-888.0,-32000.0,-39000.0,-1000.0
0,,0,,1539368560,737728118,,1323,650797999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",136.0,130.0,-963.0,-20000.0,22000.0,-5000.0
0,,0,,1539368560,840169906,,1323,750650999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",154.0,23.0,-955.0,129000.0,-9000.0,2000.0
0,,0,,1539368560,943597078,,1323,850821999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",130.0,-244.0,-1182.0,179000.0,-48000.0,24000.0
0,,0,,1539368561,95741033,,1323,970293999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",184.0,49.0,-1011.0,10000.0,-30000.0,6000.0
0,,0,,1539368561,148354053,,1324,50523999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",187.0,-7.0,-965.0,-8000.0,22000.0,0.0
0,,0,,1539368561,250143051,,1324,150347000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",216.0,14.0,-1028.0,74000.0,-42000.0,22000.0
0,,0,,1539368561,352344989,,1324,250867999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",165.0,2.0,-893.0,-71000.0,43000.0,-20000.0
0,,0,,1539368561,454472064,,1324,350539999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",155.0,30.0,-906.0,-10000.0,-23000.0,17000.0
0,,0,,1539368561,556777954,,1324,470471999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",211.0,17.0,-1033.0,53000.0,-34000.0,17000.0
0,,0,,1539368561,659341096,,1324,550412000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",173.0,96.0,-934.0,50000.0,-7000.0,-5000.0
0,,0,,1539368561,761792898,,1324,650382999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",152.0,-175.0,-1206.0,87000.0,-28000.0,16000.0
0,,0,,1539368561,864573955,,1324,770256999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",207.0,151.0,-929.0,-16000.0,-1000.0,5000.0
0,,0,,1539368561,966895103,,1324,850723999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",208.0,27.0,-900.0,-34000.0,36000.0,-10000.0
0,,0,,1539368562,68794965,,1324,950454999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",204.0,27.0,-1025.0,62000.0,-40000.0,13000.0
0,,0,,1539368562,170813083,,1325,50371999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",172.0,7.0,-863.0,-75000.0,35000.0,-36000.0
0,,0,,1539368562,273703098,,1325,150486999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",149.0,23.0,-915.0,-15000.0,-27000.0,5000.0
0,,0,,1539368562,375953912,,1325,250491999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",197.0,118.0,-962.0,-24000.0,-4000.0,4000.0
0,,0,,1539368562,477488040,,1325,350363999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",195.0,92.0,-935.0,45000.0,-7000.0,0.0
0,,0,,1539368562,530122041,,1325,450434999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",97.0,-238.0,-1204.0,164000.0,-55000.0,26000.0
0,,0,,1539368562,632153987,,1325,550859999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",195.0,-7.0,-942.0,-147000.0,95000.0,-28000.0
0,,0,,1539368562,785610914,,1325,670417000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",135.0,-4.0,-1000.0,128000.0,-30000.0,0.0
0,,0,,1539368562,837009906,,1325,750410999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",178.0,16.0,-900.0,-90000.0,40000.0,-23000.0
0,,0,,1539368562,989660024,,1325,870414999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",226.0,38.0,-890.0,-187000.0,102000.0,-28000.0
0,,0,,1539368563,91872930,,1325,990268000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",182.0,73.0,-956.0,59000.0,-1000.0,0.0
0,,0,,1539368563,193794965,,1326,70418999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",174.0,29.0,-968.0,-65000.0,25000.0,-20000.0
0,,0,,1539368563,245402097,,1326,150525000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",196.0,89.0,-945.0,59000.0,3000.0,0.0
0,,0,,1539368563,348066091,,1326,270432000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",174.0,40.0,-872.0,-63000.0,9000.0,-7000.0
0,,0,,1539368563,500529050,,1326,370288999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",160.0,30.0,-894.0,-18000.0,-40000.0,8000.0
0,,0,,1539368563,552473068,,1326,450388999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",187.0,-75.0,-1057.0,-88000.0,55000.0,-7000.0
0,,0,,1539368563,655232906,,1326,570518999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",175.0,80.0,-940.0,66000.0,-10000.0,0.0
0,,0,,1539368563,756975889,,1326,650407999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",209.0,5.0,-1004.0,79000.0,-37000.0,22000.0
0,,0,,1539368563,858422994,,1326,750426999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",177.0,10.0,-867.0,-87000.0,47000.0,-35000.0
0,,0,,1539368563,961239099,,1326,870122000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",227.0,65.0,-874.0,-83000.0,59000.0,-21000.0
0,,0,,1539368564,62962055,,1326,950411000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",202.0,135.0,-957.0,-16000.0,5000.0,6000.0
0,,0,,1539368564,165498018,,1327,70365999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",168.0,29.0,-844.0,-34000.0,-6000.0,-5000.0
0,,0,,1539368564,266912937,,1327,150396999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",151.0,-203.0,-1220.0,64000.0,-16000.0,11000.0
0,,0,,1539368564,369338989,,1327,250319999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",202.0,29.0,-870.0,-168000.0,108000.0,-42000.0
0,,0,,1539368564,471441030,,1327,350445000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",188.0,17.0,-1030.0,16000.0,-19000.0,6000.0
0,,0,,1539368564,573734998,,1327,470235999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",172.0,-152.0,-1156.0,15000.0,9000.0,13000.0
0,,0,,1539368564,676784992,,1327,570530999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",221.0,38.0,-902.0,-168000.0,97000.0,-24000.0
0,,0,,1539368564,727780103,,1327,650143999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",178.0,41.0,-861.0,-36000.0,-26000.0,-9000.0
0,,0,,1539368564,829552888,,1327,750430999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",197.0,54.0,-843.0,-76000.0,10000.0,-20000.0
0,,0,,1539368564,982738018,,1327,890332999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",178.0,23.0,-1044.0,10000.0,-5000.0,8000.0
0,,0,,1539368565,33893108,,1327,950288999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",177.0,35.0,-944.0,-120000.0,35000.0,-22000.0
0,,0,,1539368565,186480045,,1328,70392999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",164.0,-6.0,-1052.0,135000.0,-13000.0,20000.0
0,,0,,1539368565,238091945,,1328,150699000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",195.0,38.0,-864.0,-149000.0,65000.0,-27000.0
0,,0,,1539368565,340735912,,1328,250403000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",217.0,-98.0,-1038.0,3000.0,14000.0,15000.0
0,,0,,1539368565,493030071,,1328,370226000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",185.0,33.0,-904.0,-108000.0,13000.0,-29000.0
0,,0,,1539368565,595858097,,1328,470379999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",201.0,12.0,-996.0,-12000.0,-6000.0,0.0
0,,0,,1539368565,647725105,,1328,570337999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",158.0,-103.0,-1010.0,34000.0,-3000.0,14000.0
0,,0,,1539368565,749927997,,1328,670376000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",180.0,54.0,-1045.0,95000.0,-7000.0,20000.0
0,,0,,1539368565,851807117,,1328,750561999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",160.0,-88.0,-970.0,-18000.0,-4000.0,11000.0
0,,0,,1539368565,954072952,,1328,850627999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",183.0,30.0,-1023.0,61000.0,9000.0,11000.0
0,,0,,1539368566,56487083,,1328,970540000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",145.0,-140.0,-978.0,11000.0,0.0,12000.0
0,,0,,1539368566,158710002,,1329,70494000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",194.0,40.0,-1046.0,76000.0,6000.0,5000.0
0,,0,,1539368566,260871887,,1329,150421999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",175.0,-53.0,-1005.0,145000.0,-21000.0,8000.0
0,,0,,1539368566,363107919,,1329,270372999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",182.0,71.0,-898.0,-183000.0,81000.0,-29000.0
0,,0,,1539368566,465778112,,1329,370377999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",200.0,56.0,-1045.0,81000.0,-10000.0,11000.0
0,,0,,1539368566,568705081,,1329,450548999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",144.0,-138.0,-1051.0,133000.0,-20000.0,1000.0
0,,0,,1539368566,670593976,,1329,550390999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",149.0,-16.0,-1019.0,12000.0,-2000.0,-4000.0
0,,0,,1539368566,772458076,,1329,670458000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",195.0,94.0,-1018.0,92000.0,1000.0,17000.0
0,,0,,1539368566,874855041,,1329,750581000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",125.0,-201.0,-1026.0,111000.0,-32000.0,17000.0
0,,0,,1539368566,976553916,,1329,850668999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",181.0,45.0,-1037.0,26000.0,3000.0,16000.0
0,,0,,1539368567,78910112,,1329,970407000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",148.0,-116.0,-1053.0,134000.0,-11000.0,-3000.0
0,,0,,1539368567,130594968,,1330,50375999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",169.0,-37.0,-909.0,-164000.0,50000.0,-3000.0
0,,0,,1539368567,232883930,,1330,150637999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",188.0,47.0,-1080.0,91000.0,-15000.0,12000.0
0,,0,,1539368567,334789991,,1330,250524000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",166.0,35.0,-1030.0,16000.0,0.0,2000.0
0,,0,,1539368567,488347053,,1330,370336999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",161.0,-57.0,-1090.0,123000.0,-2000.0,12000.0
0,,0,,1539368567,590542078,,1330,470287999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",179.0,37.0,-994.0,55000.0,10000.0,9000.0
0,,0,,1539368567,692286968,,1330,570541999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",180.0,53.0,-939.0,-22000.0,-23000.0,1000.0
0,,0,,1539368567,744554996,,1330,650253000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",182.0,30.0,-1017.0,32000.0,3000.0,10000.0
0,,0,,1539368567,897068977,,1330,770303999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",140.0,-132.0,-1021.0,166000.0,-26000.0,5000.0
0,,0,,1539368567,999005079,,1330,890544999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",218.0,81.0,-903.0,-130000.0,55000.0,-20000.0
0,,0,,1539368568,50698041,,1330,970485000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",165.0,36.0,-894.0,-18000.0,-14000.0,6000.0
0,,0,,1539368568,152858018,,1331,50602000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",184.0,15.0,-1010.0,40000.0,0.0,17000.0
0,,0,,1539368568,255409002,,1331,150482000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",192.0,40.0,-893.0,-51000.0,1000.0,-5000.0
0,,0,,1539368568,357783079,,1331,250491000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",206.0,37.0,-883.0,-136000.0,50000.0,-23000.0
