icd_ins,header,seq_num,timestamp_arrival,sec,nsec,timestamp_valid,sec,nsec,device_id,position,latitude,longitude,altitude,position_covariance,,,acceleration,,,angular_rate,,
0,,0,,1539368833,871891021,,1596,750481000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-17.0,35.0,-795.0,102000.0,52000.0,93000.0
0,,0,,1539368833,974169969,,1596,870861999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-56.0,390.0,-634.0,21000.0,-149000.0,34000.0
0,,0,,1539368834,76565980,,1596,970270999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",23.0,80.0,-497.0,-40000.0,32000.0,-13000.0
0,,0,,1539368834,178517103,,1597,70449999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-107.0,71.0,-1091.0,-31000.0,0.0,-14000.0
0,,0,,1539368834,230055093,,1597,150392999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-112.0,117.0,-1185.0,-45000.0,55000.0,-10000.0
0,,0,,1539368834,332649946,,1597,250520999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-173.0,226.0,-1357.0,38000.0,32000.0,9000.0
0,,0,,1539368834,485676050,,1597,390357999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-118.0,207.0,-1885.0,138000.0,52000.0,45000.0
0,,0,,1539368834,587250947,,1597,470436999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-80.0,201.0,-1417.0,-121000.0,29000.0,16000.0
0,,0,,1539368834,639234066,,1597,550847999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-79.0,112.0,-1460.0,1000.0,54000.0,26000.0
0,,0,,1539368834,741368055,,1597,650472999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-22.0,330.0,-1377.0,26000.0,62000.0,1000.0
0,,0,,1539368834,842782974,,1597,750440000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-130.0,211.0,-1214.0,-55000.0,-13000.0,5000.0
0,,0,,1539368834,945276021,,1597,870212999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-82.0,32.0,-462.0,-89000.0,-19000.0,-14000.0
0,,0,,1539368835,47503948,,1597,950437999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-111.0,358.0,-259.0,-215000.0,-11000.0,-30000.0
0,,0,,1539368835,150840044,,1598,70330000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-95.0,3.0,-962.0,-2000.0,36000.0,37000.0
0,,0,,1539368835,253760099,,1598,150654000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-74.0,-19.0,-1062.0,-20000.0,9000.0,24000.0
0,,0,,1539368835,355871915,,1598,270458999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-63.0,43.0,-822.0,9000.0,-16000.0,41000.0
0,,0,,1539368835,457901000,,1598,370275999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-154.0,459.0,-1166.0,445000.0,-21000.0,98000.0
0,,0,,1539368835,561022996,,1598,450818000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-118.0,445.0,-1243.0,244000.0,-96000.0,37000.0
0,,0,,1539368835,662744045,,1598,570470999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-152.0,448.0,-886.0,118000.0,-100000.0,2000.0
0,,0,,1539368835,764444112,,1598,650497999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-139.0,378.0,-907.0,261000.0,-87000.0,-17000.0
0,,0,,1539368835,866734981,,1598,750516999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-128.0,322.0,-1000.0,1000.0,-19000.0,-50000.0
0,,0,,1539368835,968566894,,1598,870202999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-23.0,43.0,-681.0,62000.0,-4000.0,-92000.0
0,,0,,1539368836,70667982,,1598,950509999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-110.0,227.0,-560.0,-116000.0,-46000.0,-110000.0
0,,0,,1539368836,173187971,,1599,70399999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",10.0,37.0,-831.0,-122000.0,-11000.0,-124000.0
0,,0,,1539368836,224472999,,1599,150444999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-115.0,191.0,-860.0,-167000.0,-31000.0,-126000.0
0,,0,,1539368836,377176046,,1599,270316999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-2.0,-78.0,-1089.0,35000.0,-4000.0,-106000.0
0,,0,,1539368836,479825973,,1599,370439999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-15.0,-95.0,-1008.0,165000.0,-23000.0,-66000.0
0,,0,,1539368836,531877994,,1599,450314999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-34.0,16.0,-873.0,17000.0,-57000.0,-69000.0
0,,0,,1539368836,633946895,,1599,550589999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-22.0,82.0,-804.0,-50000.0,-61000.0,-78000.0
0,,0,,1539368836,736093044,,1599,650517999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-27.0,171.0,-566.0,-213000.0,-58000.0,-80000.0
0,,0,,1539368836,838035106,,1599,750561999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-50.0,-55.0,-784.0,67000.0,-134000.0,-13000.0
0,,0,,1539368836,940095901,,1599,850490999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",48.0,-63.0,-603.0,-119000.0,-30000.0,-12000.0
0,,0,,1539368837,42584896,,1599,950593999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",13.0,105.0,-550.0,-183000.0,-59000.0,15000.0
0,,0,,1539368837,144607067,,1600,70431999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",51.0,239.0,-580.0,-255000.0,-29000.0,-16000.0
0,,0,,1539368837,247008085,,1600,150462999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",90.0,-85.0,-784.0,-152000.0,2000.0,24000.0
0,,0,,1539368837,349324941,,1600,270254999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",8.0,228.0,-882.0,-75000.0,-86000.0,48000.0
0,,0,,1539368837,451122045,,1600,350500999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",12.0,279.0,-994.0,78000.0,-117000.0,63000.0
0,,0,,1539368837,554913043,,1600,470439999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",134.0,112.0,-628.0,138000.0,21000.0,85000.0
0,,0,,1539368837,657154083,,1600,570287999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",41.0,34.0,-783.0,176000.0,-21000.0,98000.0
0,,0,,1539368837,758754968,,1600,650499999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",69.0,94.0,-751.0,17000.0,31000.0,54000.0
0,,0,,1539368837,860718965,,1600,750395000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",3.0,107.0,-1038.0,21000.0,4000.0,40000.0
0,,0,,1539368837,963366031,,1600,850308000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-24.0,182.0,-1323.0,119000.0,-23000.0,8000.0
0,,0,,1539368838,65443992,,1600,950358999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-38.0,162.0,-1306.0,194000.0,-10000.0,-10000.0
0,,0,,1539368838,167892932,,1601,70459000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",22.0,282.0,-1001.0,-148000.0,-20000.0,-63000.0
0,,0,,1539368838,269752025,,1601,150861999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",0.0,375.0,-913.0,-310000.0,-13000.0,-96000.0
0,,0,,1539368838,372262001,,1601,250452999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",14.0,-4.0,-828.0,-294000.0,92000.0,-60000.0
0,,0,,1539368838,475030899,,1601,390384999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-91.0,143.0,-1395.0,-132000.0,51000.0,6000.0
0,,0,,1539368838,577070951,,1601,470476999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",21.0,131.0,-1166.0,-112000.0,60000.0,4000.0
0,,0,,1539368838,679130077,,1601,570324999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-101.0,196.0,-1380.0,51000.0,23000.0,72000.0
0,,0,,1539368838,781471014,,1601,670290999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",75.0,137.0,-1204.0,54000.0,62000.0,123000.0
0,,0,,1539368838,833173990,,1601,751104999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-68.0,111.0,-1256.0,230000.0,26000.0,165000.0
0,,0,,1539368838,934868097,,1601,850438999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-94.0,413.0,-1021.0,77000.0,-29000.0,125000.0
0,,0,,1539368839,37374973,,1601,950789999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",92.0,252.0,-1141.0,72000.0,31000.0,115000.0
0,,0,,1539368839,189933061,,1602,70259999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",9.0,534.0,-940.0,-31000.0,-1000.0,73000.0
0,,0,,1539368839,241322040,,1602,150847999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",35.0,549.0,-833.0,-84000.0,-14000.0,61000.0
0,,0,,1539368839,343724012,,1602,250545999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",79.0,280.0,-1025.0,66000.0,24000.0,32000.0
0,,0,,1539368839,446181058,,1602,350774999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-44.0,520.0,-1038.0,31000.0,-59000.0,-25000.0
0,,0,,1539368839,548882961,,1602,450288999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",19.0,216.0,-1200.0,13000.0,44000.0,-70000.0
0,,0,,1539368839,651597023,,1602,570328000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",9.0,136.0,-1235.0,42000.0,66000.0,-79000.0
0,,0,,1539368839,754297971,,1602,670378000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",15.0,125.0,-1112.0,202000.0,36000.0,-58000.0
0,,0,,1539368839,856030941,,1602,750523999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-120.0,367.0,-1169.0,214000.0,-28000.0,-75000.0
0,,0,,1539368839,959197998,,1602,870521999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",9.0,82.0,-1164.0,-63000.0,10000.0,-72000.0
0,,0,,1539368840,61590909,,1602,950339999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-105.0,263.0,-1093.0,-185000.0,7000.0,-106000.0
0,,0,,1539368840,164169073,,1603,70140000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-13.0,13.0,-1157.0,-7000.0,11000.0,-37000.0
0,,0,,1539368840,266676902,,1603,150509999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-63.0,208.0,-852.0,-26000.0,-2000.0,-46000.0
0,,0,,1539368840,368197917,,1603,250382999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-57.0,260.0,-815.0,21000.0,-20000.0,-29000.0
0,,0,,1539368840,470650911,,1603,371210000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",65.0,87.0,-819.0,-8000.0,-56000.0,8000.0
0,,0,,1539368840,522886037,,1603,450315999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-79.0,173.0,-948.0,-4000.0,-121000.0,19000.0
0,,0,,1539368840,674890995,,1603,570202999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-70.0,234.0,-912.0,-90000.0,-105000.0,-3000.0
0,,0,,1539368840,726968050,,1603,650330999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",28.0,395.0,-310.0,-162000.0,-23000.0,-9000.0
0,,0,,1539368840,879342079,,1603,770700999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-30.0,464.0,-684.0,-103000.0,-42000.0,-19000.0
0,,0,,1539368840,981122016,,1603,870458999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-57.0,190.0,-1006.0,122000.0,-92000.0,-8000.0
0,,0,,1539368841,33262014,,1603,950696999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",41.0,291.0,-536.0,7000.0,-38000.0,-28000.0
0,,0,,1539368841,185170888,,1604,70418000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-19.0,359.0,-431.0,-151000.0,-36000.0,-70000.0
0,,0,,1539368841,236664056,,1604,150734999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-3.0,238.0,-94.0,-101000.0,34000.0,-79000.0
0,,0,,1539368841,338859081,,1604,250329999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-101.0,154.0,-815.0,159000.0,-62000.0,20000.0
0,,0,,1539368841,440907001,,1604,370308000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-113.0,151.0,-1370.0,-174000.0,43000.0,-13000.0
0,,0,,1539368841,544137001,,1604,450894999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-32.0,-40.0,-1184.0,-160000.0,70000.0,19000.0
0,,0,,1539368841,646294116,,1604,570245999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-102.0,280.0,-1352.0,-47000.0,76000.0,51000.0
0,,0,,1539368841,747874021,,1604,650357999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-89.0,316.0,-1340.0,41000.0,1000.0,71000.0
0,,0,,1539368841,850720882,,1604,750651999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-107.0,378.0,-1135.0,-71000.0,-5000.0,46000.0
0,,0,,1539368841,952980995,,1604,870357999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-26.0,219.0,-576.0,-12000.0,6000.0,72000.0
0,,0,,1539368842,54667949,,1604,970495999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-25.0,246.0,-1093.0,-356000.0,142000.0,-310000.0
0,,0,,1539368842,157449960,,1605,70384999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-39.0,174.0,-974.0,-520000.0,140000.0,-574000.0
0,,0,,1539368842,259196996,,1605,150464999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-97.0,178.0,-841.0,-681000.0,68000.0,-721000.0
0,,0,,1539368842,361042976,,1605,270234999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-2.0,-321.0,-1208.0,-811000.0,120000.0,-745000.0
0,,0,,1539368842,462944030,,1605,370169000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-32.0,-224.0,-1218.0,-832000.0,17000.0,-679000.0
0,,0,,1539368842,565907001,,1605,450391999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-33.0,-250.0,-1238.0,-757000.0,1000.0,-548000.0
0,,0,,1539368842,668014049,,1605,590267000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-30.0,-326.0,-1386.0,-391000.0,80000.0,-225000.0
0,,0,,1539368842,770351886,,1605,650855999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-19.0,-487.0,-1423.0,-351000.0,180000.0,-126000.0
0,,0,,1539368842,872083902,,1605,750863999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-4.0,-181.0,-1547.0,-337000.0,174000.0,-29000.0
0,,0,,1539368842,923326969,,1605,850676000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",29.0,-133.0,-1781.0,-233000.0,171000.0,66000.0
0,,0,,1539368843,25188922,,1605,950331999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",17.0,-45.0,-1898.0,-25000.0,184000.0,141000.0
0,,0,,1539368843,178081035,,1606,70353999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",17.0,61.0,-1952.0,110000.0,275000.0,200000.0
0,,0,,1539368843,229361057,,1606,150310999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",132.0,234.0,-1571.0,-18000.0,379000.0,113000.0
0,,0,,1539368843,331396102,,1606,250560999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",82.0,323.0,-2119.0,230000.0,140000.0,90000.0
0,,0,,1539368843,485121965,,1606,370239999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",108.0,314.0,-1166.0,-225000.0,374000.0,-53000.0
0,,0,,1539368843,587441921,,1606,470426999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",100.0,254.0,-1517.0,68000.0,104000.0,-39000.0
0,,0,,1539368843,690093040,,1606,570244000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",101.0,386.0,-1331.0,-3000.0,174000.0,-168000.0
0,,0,,1539368843,742414951,,1606,650517000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",118.0,269.0,-1142.0,-218000.0,331000.0,-134000.0
0,,0,,1539368843,844284057,,1606,750624000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",109.0,198.0,-1580.0,108000.0,141000.0,-89000.0
0,,0,,1539368843,945777893,,1606,870267000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",91.0,281.0,-1656.0,87000.0,64000.0,-167000.0
0,,0,,1539368844,48764944,,1606,950346999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",98.0,334.0,-1521.0,-97000.0,238000.0,-201000.0
0,,0,,1539368844,150784969,,1607,70292999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",63.0,271.0,-1034.0,-69000.0,364000.0,-173000.0
0,,0,,1539368844,252578973,,1607,150574999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",90.0,367.0,-1030.0,-174000.0,378000.0,-161000.0
0,,0,,1539368844,355401992,,1607,250682999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",94.0,323.0,-1039.0,-258000.0,365000.0,-172000.0
0,,0,,1539368844,456924915,,1607,350517999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",91.0,311.0,-1253.0,-158000.0,342000.0,-185000.0
0,,0,,1539368844,559416055,,1607,470352999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",52.0,115.0,-1605.0,39000.0,187000.0,-111000.0
0,,0,,1539368844,662013053,,1607,570266999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",30.0,195.0,-1325.0,-131000.0,247000.0,-161000.0
0,,0,,1539368844,763456106,,1607,650680999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-74.0,259.0,-1498.0,-3000.0,176000.0,-97000.0
0,,0,,1539368844,865541934,,1607,750605999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-86.0,223.0,-1536.0,143000.0,172000.0,-72000.0
0,,0,,1539368844,967847108,,1607,850445999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-70.0,242.0,-1518.0,127000.0,142000.0,-68000.0
0,,0,,1539368845,69228887,,1607,950413000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",-37.0,204.0,-1507.0,139000.0,128000.0,-79000.0
0,,0,,1539368845,171554088,,1608,70332000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",13.0,314.0,-1331.0,28000.0,57000.0,-107000.0
0,,0,,1539368845,223160982,,1608,150525000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",72.0,219.0,-839.0,-56000.0,242000.0,-121000.0
0,,0,,1539368845,375950098,,1608,270385999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",85.0,366.0,-767.0,-158000.0,226000.0,-165000.0
0,,0,,1539368845,427927017,,1608,350353999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",54.0,351.0,-1194.0,76000.0,-11000.0,-171000.0
0,,0,,1539368845,530726909,,1608,450456000,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",40.0,130.0,-986.0,-234000.0,169000.0,-146000.0
0,,0,,1539368845,632885932,,1608,550512999,,,0.0,0.0,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",76.0,195.0,-891.0,-167000.0,266000.0,-175000.0
