icd_velocity3d,header,seq_num,timestamp_arrival,sec,nsec,timestamp_valid,sec,nsec,device_id,x,y,z,covariance,,
0,,0,,1539368556,675574064,,604,341999999,,0.02,0.03,-0.18,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368556,675808906,,604,422000000,,-0.109610341489,0.286561727524,-0.105433359742,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368556,981719017,,604,543000000,,-0.02,0.02,-0.15,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368556,981985092,,604,721000000,,0.0937674418092,0.115952670574,-0.123998336494,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368557,237759113,,604,942999999,,-0.01,0.05,-0.19,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368557,238023042,,604,981999999,,-0.0664337575436,0.188119024038,-0.118884839118,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368557,493376016,,605,142000000,,0.14,-0.03,-0.1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368557,493603944,,605,263000000,,0.0918569788337,0.0944824963808,-0.136083647609,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368557,798690080,,605,542000000,,0.0,0.0,-0.16,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368557,799016952,,605,543000000,,0.0766998827457,0.103529751301,-0.117068454623,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368558,4523992,,605,743000000,,-0.07,0.05,-0.21,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368558,4761934,,605,802000000,,-0.0263613965362,0.163725912571,-0.101713061333,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368558,260087013,,605,942999999,,0.01,0.04,-0.14,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368558,260319948,,606,62999999,,-0.0838271901011,0.131339669228,-0.104621648788,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368558,566253900,,606,342999999,,-0.02,-0.06,-0.16,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368558,566529035,,606,342999999,,0.0468363873661,0.107446409762,-0.107302360237,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368558,821628093,,606,543000000,,0.0,0.0,-0.09,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368558,821862936,,606,621999999,,-0.120522066951,0.159917712212,-0.10487125814,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368559,228355884,,606,741999999,,0.0,0.02,-0.14,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368559,228620052,,606,922000000,,0.110950499773,0.0203325748444,-0.0985523685813,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368559,382788896,,607,143000000,,0.07,0.11,-0.34,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368559,383044004,,607,182000000,,0.0625930055976,0.0393557623029,-0.103137597442,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368559,688937902,,607,342999999,,-0.16,0.26,-0.31,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368559,689192056,,607,462999999,,-0.0709832906723,0.102814920247,-0.0778210610151,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368560,45016050,,607,743000000,,-0.09,0.0,-0.14,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368560,45278072,,607,764999999,,0.134052604437,0.0628684610128,-0.0770859792829,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368560,351039886,,607,942999999,,0.02,-0.12,-0.1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368560,351407051,,608,42000000,,-0.0674255862832,0.164724573493,-0.0697090104222,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368560,506055116,,608,142000000,,0.0,0.02,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368560,506321907,,608,302000000,,-0.0533183254302,0.125623181462,-0.0524668395519,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368560,812122106,,608,543000000,,-0.14,0.03,-0.04,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368560,812391996,,608,563999999,,0.0600281022489,0.0577287375927,-0.0589955896139,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368561,67909955,,608,743000000,,0.08,-0.03,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368561,68185091,,608,822000000,,0.19930203259,-0.0463479496539,-0.0397753417492,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368561,323530912,,608,942000000,,0.0,-0.04,-0.11,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368561,323787927,,609,101999999,,-0.0125762373209,0.0665935501456,-0.0224504582584,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368561,629848003,,609,341999999,,-0.02,0.04,-0.02,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368561,630120038,,609,382000000,,0.149709314108,0.010973341763,-0.0487455576658,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368561,885543107,,609,543000000,,0.0,-0.07,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368561,885852098,,609,642000000,,-0.0451342873275,0.121825769544,0.00647718878463,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368562,140490055,,609,743000000,,0.01,-0.03,0.0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368562,140763998,,609,902000000,,-0.0410697609186,0.0552792772651,-0.00435290159658,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368562,396266937,,610,143000000,,-0.04,0.02,-0.1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368562,396538972,,610,164999999,,-0.0552826933563,0.058221295476,-0.0257914178073,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368562,651748895,,610,341999999,,-0.01,0.0,-0.09,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368562,652026891,,610,442999999,,-0.0755333676934,0.0992852449417,0.00721392547712,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368562,958415031,,610,542000000,,-0.01,0.03,-0.08,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368562,958676099,,610,722999999,,0.0271585546434,0.0702114254236,-0.0235267989337,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368563,264878034,,610,942999999,,0.01,0.0,-0.02,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368563,265109062,,611,2000000,,-0.0297403838485,0.117789983749,0.0319102481008,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368563,520647048,,611,142000000,,0.03,0.01,-0.06,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368563,520904064,,611,263000000,,-0.00612262636423,0.0929126888514,0.0519058443606,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368563,775080919,,611,342999999,,0.01,0.02,-0.1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368563,775329113,,611,522000000,,-0.0243200026453,0.0999994128942,0.0474868752062,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368564,80271005,,611,741999999,,-0.03,0.04,-0.09,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368564,80600023,,611,782000000,,-0.0525865070522,0.101924553514,0.00106020085514,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368564,285523891,,611,923000000,,-0.03,0.04,-0.1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368564,336262941,,612,62999999,,0.044461004436,0.0729953721166,0.0175576712936,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368564,540996074,,612,142000000,,-0.02,0.04,-0.1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368564,541313886,,612,322000000,,0.0302772000432,0.0632254481316,0.0220668017864,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368564,847132921,,612,542000000,,0.0,-0.02,-0.03,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368564,847460985,,612,601999999,,0.0138263404369,0.0735440999269,-0.0175433736295,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368565,52210092,,612,743000000,,-0.03,0.04,-0.09,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368565,52476882,,612,822000000,,0.064806714654,0.0299246869981,-0.0110282357782,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368565,308070898,,612,942000000,,-0.01,0.01,-0.05,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368565,308351993,,613,62999999,,0.100485309958,0.0258871503174,-0.0133666973561,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368565,563937902,,613,341999999,,-0.01,-0.04,-0.07,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368565,564254045,,613,341999999,,0.0909765064716,0.00340043194592,-0.00549035193399,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368565,870946884,,613,542000000,,-0.03,0.0,-0.08,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368565,871385097,,613,643000000,,0.109181791544,-0.000974178314209,0.00705689238384,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368566,126955032,,613,741999999,,-0.03,0.03,-0.06,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368566,127211093,,613,902000000,,-0.0157590247691,0.0786441192031,-0.0162941515446,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368566,433716058,,614,143000000,,0.0,0.04,-0.09,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368566,433976888,,614,201999999,,0.00824283994734,0.0442576259375,-0.0242909993976,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368566,637866973,,614,342999999,,0.08,-0.04,-0.05,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368566,638123035,,614,442999999,,0.0421126186848,0.00730284396559,-0.0415564514697,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368566,893362998,,614,542000000,,-0.06,-0.01,-0.08,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368566,893620014,,614,682000000,,0.0971204191446,-0.025349823758,-0.0152515545487,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368567,200063943,,614,942000000,,-0.02,-0.05,-0.07,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368567,200308084,,614,965000000,,0.0461181961,-0.0194679275155,-0.0292309559882,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368567,456185102,,615,142000000,,-0.06,0.03,-0.06,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368567,456440925,,615,262000000,,0.167348816991,-0.0911159813404,-0.0390728898346,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368567,711330890,,615,341999999,,-0.01,-0.02,-0.1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368567,711591958,,615,502000000,,0.0592690370977,-0.061772082001,-0.0440105497837,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368568,17657041,,615,741999999,,0.02,-0.02,0.03,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368568,17918109,,615,802000000,,0.0718603506684,-0.0604746565223,-0.0378966480494,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368568,273226976,,615,962999999,,0.0,0.06,-0.14,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368568,323950052,,616,81999999,,0.0563954636455,-0.0661552995443,-0.0526336953044,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368568,528242111,,616,143000000,,0.01,0.0,-0.09,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368568,528503894,,616,322999999,,0.0638483762741,0.000405987724662,-0.0155015345663,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368568,783446073,,616,542000000,,0.04,-0.04,-0.07,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368568,783668994,,616,581999999,,0.05308958143,-0.0299284681678,-0.0436620637774,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368569,38872003,,616,743000000,,0.04,0.05,-0.12,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368569,39128065,,616,841999999,,0.208169043064,-0.0782306194305,-0.030804304406,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368569,345808029,,617,123000000,,-0.01,0.04,-0.12,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368569,346123933,,617,123000000,,0.0994259640574,-0.0435047410429,-0.0262454301119,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368569,601475000,,617,341999999,,-0.02,0.02,-0.03,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368569,601747035,,617,382000000,,0.0459729135036,-0.0213333778083,-0.0484294332564,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368569,856759071,,617,542000000,,0.01,0.0,-0.01,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368569,856995105,,617,662000000,,0.0783489346504,-0.0212282072753,-0.0559231750667,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368570,163249015,,617,923000000,,0.02,0.02,-0.07,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368570,163513898,,617,923000000,,0.156524881721,-0.0525538101792,-0.0373253524303,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368570,470040082,,618,123000000,,0.0,0.03,-0.04,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368570,470268011,,618,201999999,,0.149403393269,-0.0429090335965,-0.0365533269942,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368570,776161909,,618,322000000,,-0.02,0.02,-0.05,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368570,776387929,,618,502000000,,0.000937975943089,0.021332539618,-0.0579447038472,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368571,31153917,,618,722999999,,-0.01,0.01,-0.02,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368571,31404018,,618,782000000,,0.0788769125938,0.00341989006847,-0.0485068745911,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368571,336599111,,618,923000000,,0.01,0.04,-0.06,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368571,336863040,,619,42000000,,0.0762914419174,-0.0501514971256,-0.0533172897995,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368571,541574954,,619,123000000,,0.06,-0.02,-0.08,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368571,541887044,,619,322000000,,0.0567951872945,-0.0904588103294,0.0159218516201,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368571,847846031,,619,542000000,,-0.08,-0.08,-0.02,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368571,848118066,,619,642000000,,-0.117406696081,0.0918354466558,-0.02178388834,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368572,103342056,,619,741999999,,-0.02,-0.03,-0.05,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368572,103601932,,619,902000000,,0.0514313876629,0.0657148435712,0.0297670811415,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368572,409864902,,620,142000000,,0.0,0.04,-0.07,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368572,410115957,,620,166000000,,0.0756807625294,-0.0238124504685,-0.0396874547005,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368572,664510965,,620,341999999,,0.0,0.02,-0.07,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368572,664794921,,620,422000000,,0.0107011478394,0.0942649021745,0.00472473725677,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368572,970299005,,620,522000000,,0.03,0.02,-0.03,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368572,970561981,,620,743000000,,-0.0200663022697,0.114156708121,-0.0063119456172,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368573,226252079,,620,942000000,,0.02,-0.02,-0.06,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368573,226526021,,620,981999999,,-0.000349771929905,0.0836581215262,-0.0121033843607,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368573,533471107,,621,142000000,,-0.03,0.01,-0.1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368573,533735990,,621,282000000,,0.0264060460031,0.0440174490213,-0.0131086912006,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368573,789710044,,621,543000000,,-0.04,0.07,-0.07,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368573,789954900,,621,581999999,,-0.116341263056,0.215204417706,0.0330380871892,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368574,95539093,,621,721999999,,-0.04,0.04,-0.14,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368574,95788002,,621,882000000,,-0.0278838891536,0.166216656566,0.0449020527303,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368574,402337074,,621,942999999,,0.0,0.03,-0.13,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368574,402597904,,622,121999999,,-0.0252279825509,0.203268840909,0.0689559951425,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368574,657685995,,622,342999999,,0.05,-0.03,-0.1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368574,657939910,,622,402000000,,0.0986651182175,0.082965426147,0.0890176147223,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368574,862864017,,622,542000000,,0.0,-0.06,-0.04,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368574,863097906,,622,663000000,,0.0296667441726,0.0466116778553,0.0159819349647,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368575,219293117,,622,942999999,,0.0,-0.11,-0.08,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368575,219513893,,622,942999999,,0.206899747252,-0.0737342387438,0.00555187603459,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368575,475744962,,623,123000000,,-0.04,-0.11,-0.07,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368575,475997924,,623,221999999,,0.194461107254,-0.0579026676714,0.0932815894485,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368575,731245994,,623,341999999,,-0.1,-0.11,-0.08,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368575,731512069,,623,481999999,,-0.0445492230356,-0.0379711650312,0.0351751074195,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368575,986445903,,623,741999999,,-0.14,-0.15,-0.08,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368575,986675977,,623,741999999,,-0.0240017902106,-0.133008167148,0.0119279669598,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368576,343004941,,623,942000000,,-0.06,-0.15,-0.14,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368576,343231916,,624,101999999,,-0.058301910758,-0.211267963052,0.0304564498365,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368576,496439933,,624,142000000,,-0.11,-0.24,-0.08,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368576,547112941,,624,322000000,,-0.0310032106936,-0.31303101778,-0.00723624229431,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368576,802083015,,624,542000000,,-0.24,-0.45,-0.13,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368576,802377939,,624,601999999,,-0.284266084433,-0.430521756411,0.0585528500378,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
0,,0,,1539368577,107949018,,624,743000000,,-0.18,-0.64,-0.14,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
